Stamm,Art,prot,FimH-Variante,measure 1,measure 1_2,measure 2,measure 2_2,measure 3,measure 3_2,Median (without negativ)
5692,Mensch ETEC,Ho4,2,101,74,388,341,133,140,-57
5981,Schwein EPEC,Ho4,2,35144,35329,46154,45658,19435,18402,35237
5982,Schwein EPEC,Ho4,2,40070,37460,18435,15227,25182,27401,26292
5983,Schwein EPEC,Ho4,2,104271,103530,12758,13674,14482,15898,15190
5984,Schwein EPEC,Ho4,2,35361,36496,36791,35854,23886,23517,35608
5985,Schwein EPEC,Ho4,2,3526,7145,3468,32443,3672,9350,5394
5988,Schwein EPEC,Ho4,2,42616,34351,39050,53424,36058,53371,40818
5989,Schwein EPEC,Ho4,2,99,94,287,297,175,193,-10
5990,Schwein EPEC,Ho4,2,21679,27009,22749,23002,21499,22480,22421
5991,Schwein EPEC,Ho4,2,28553,31359,23131,23745,19509,20877,23245
5992,Schwein EPEC,Ho4,2,103,96,302,311,259,153,13
5996,Schwein EPEC,Ho4,2,23,46,111,108,51,31,29
5997,Schwein EPEC,Ho4,2,45840,44512,25588,24614,25729,25073,25639
5999,Schwein EPEC,Ho4,2,51088,50704,29152,29794,24399,25063,29453
6573,Rind Kommensale,Ho4,2,5030,6107,4170,3638,3556,4413,4292
6576,Rind Kommensale,Ho4,2,88609,86299,41546,40400,49296,46802,48049
6583,Rind Kommensale,Ho4,2,4014,4170,11859,14084,10546,13550,11188
6587,Rind Kommensale,Ho4,2,26931,35119,53155,57504,34051,45881,40485
6588,Rind Kommensale,Ho4,2,19861,21120,23282,22207,15836,15854,20297
6589,Rind Kommensale,Ho4,2,17783,18410,24909,24602,17229,15851,17903
6590,Rind Kommensale,Ho4,2,26702,29212,20166,20793,22574,22970,22579
6592,Rind Kommensale,Ho4,2,23683,24661,22722,24218,20394,20339,23009
6593,Rind Kommensale,Ho4,2,23371,23549,21154,21568,19116,18415,21168
6594,Rind Kommensale,Ho4,2,40648,40371,23534,23901,13543,13251,23698
6597,Rind Kommensale,Ho4,2,37331,49784,14799,15655,16049,15170,15832
6602,Rind Kommensale,Ho4,2,47441,28445,15103,15208,17360,17897,17609
6604,Rind Kommensale,Ho4,2,74662,82288,26980,25590,27200,27168,27164
7500,Rind EPEC,Ho4,2,34242,80364,28350,33923,19153,18886,31137
7505,Rind EPEC,Ho4,2,19908,20661,28188,27410,29749,35634,27784
7510,Rind EPEC,Ho4,2,27812,27995,58104,58747,40657,40140,40384
7524,Rind EPEC,Ho4,2,95938,97714,22487,22640,18846,18147,22544
7527,Rind EPEC,Ho4,2,3859,5403,14831,11697,9929,10744,10317
7533,Rind EPEC,Ho4,2,27005,27346,20676,21184,18759,19049,20910
7546,Schwein ETEC,Ho4,2,64987,65891,78445,78846,23061,21040,65419
7549,Schwein ETEC,Ho4,2,173,123,386,331,128,185,-15
7550,Schwein ETEC,Ho4,2,14576,12166,6568,6846,13369,15762,12574
7554,Schwein ETEC,Ho4,2,14732,17204,18437,14316,16057,16627,16149
148,Schwein Kommensale,Ho4,3,9996,20537,11650,11933,8213,4703,10630
4298,Schwein Kommensale,Ho4,3,9656,10566,16089,16431,15012,15111,15062
5206,Mensch ETEC,Ho4,3,16503,23614,40840,42199,3190,8703,20044
5288,Mensch ETEC,Ho4,3,13508,13030,7837,4277,18105,18737,13254
5532,HFEC,Ho4,3,3761,3464,1909,2551,1332,1025,2230
4136,Schwein Kommensale,Ho4,4,21028,20364,20253,23737,24664,20498,20712
4374,Schwein Kommensale,Ho4,4,60242,50337,45263,45378,42131,43397,45306
5211,Mensch EPEC,Ho4,4,33972,31728,8114,7881,8034,7638,8074
5267,Mensch EPEC,Ho4,4,30177,25254,54564,50431,29256,29982,30065
5993,Schwein EPEC,Ho4,4,94,104,84,123,54,64,38
6584,Rind Kommensale,Ho4,4,4,4,0,6,19,19,-10
7535,Schwein ETEC,Ho4,4,1126,906,168,158,599,750,675
7553,Schwein ETEC,Ho4,4,1790,1743,13981,14551,16168,14907,14215
4305,Schwein Kommensale,Ho4,5,0,0,6,4,0,0,0
5202,Mensch ETEC,Ho4,5,2,0,4,6,2,0,2
4310,Schwein Kommensale,Ho4,6,11,6,16,6,0,6,6
4418,Schwein Kommensale,Ho4,6,24285,23730,23374,41445,18009,19086,23501
5980,Schwein EPEC,Ho4,6,0,0,4,0,0,4,0
6596,Rind Kommensale,Ho4,6,47303,52764,29573,40258,11271,11742,34864
7552,Schwein ETEC,Ho4,6,3388,3314,7207,6134,1701,1421,3300
5207,Mensch EPEC,Ho4,7,133047,137545,24491,25353,36434,37767,37101
5283,Mensch EPEC,Ho4,7,84,79,29,61,83,56,19
5284,Mensch EPEC,Ho4,7,64,69,24,54,14241,16201,15
5995,Schwein EPEC,Ho4,7,49921,50941,34143,35518,27725,28134,34779
7519,Rind EPEC,Ho4,7,15846,16282,44732,51206,27312,26680,26945
5208,Mensch EPEC,Ho4,8,40075,40249,21707,20272,15296,14009,20990
5209,Mensch EPEC,Ho4,8,74964,77384,27973,15487,24134,22083,26054
5540,HFEC,Ho4,8,24649,20523,16540,10558,9218,15235,15836
5542,HFEC,Ho4,8,8126,8411,20047,29950,3182,3861,8217
5545,HFEC,Ho4,8,12455,16180,40370,28206,14655,18501,17289
5549,HFEC,Ho4,8,25090,24699,51399,52313,20949,19052,24843
5553,HFEC,Ho4,8,35252,24558,12054,15108,16505,16282,16342
5554,HFEC,Ho4,8,16825,16473,29504,28964,15807,14818,16598
5651,Mensch EPEC,Ho4,8,21945,21325,23862,24674,11531,11490,21584
5654,Mensch EPEC,Ho4,8,25863,26522,40110,29127,10367,10853,26141
5287,Mensch ETEC,Ho4,9,33482,40799,20894,14724,42986,55149,37126
5695,Mensch ETEC,Ho4,9,18712,17300,12419,13132,11371,14315,13530
5696,Mensch ETEC,Ho4,9,22029,19232,10675,11556,10013,10613,10922
7496,Rind ETEC,Ho4,9,11965,3477,8121,9146,4153,878,6137
7504,Rind ETEC,Ho4,9,272,755,2570,594,282,2092,675
7508,Rind ETEC,Ho4,9,50684,44764,13726,17642,15933,12409,16788
7511,Rind ETEC,Ho4,9,9698,1867,5052,8811,3353,6085,5554
7512,Rind ETEC,Ho4,9,19,6,6,6,31,24,-3
7515,Rind ETEC,Ho4,9,2177,1460,3155,4119,8797,15255,3622
7517,Rind ETEC,Ho4,9,31473,35557,42185,43985,34596,29026,35062
7518,Rind ETEC,Ho4,9,477,296,151,225,19227,11933,372
7520,Rind ETEC,Ho4,9,14722,13518,22068,22482,8767,12424,14069
7521,Rind ETEC,Ho4,9,8540,8569,10328,7098,8386,6323,8412
7522,Rind ETEC,Ho4,9,42671,29115,48422,41452,13692,14258,35232
7523,Rind ETEC,Ho4,9,6342,6955,23245,20268,764,1054,6597
7525,Rind ETEC,Ho4,9,21602,28479,6199,5597,24835,22621,22060
7526,Rind ETEC,Ho4,9,3105,6672,10979,10635,4792,7881,7083
7529,Rind ETEC,Ho4,9,18157,20047,31233,32887,17449,13406,18909
7534,Rind ETEC,Ho4,9,24146,24605,21251,22363,21301,31624,23061
7543,Schwein ETEC,Ho4,9,9,14,3,0,34,26,-4
5538,HFEC,Ho4,10,6561,5835,1543,2535,3195,1924,2850
5986,Schwein EPEC,Ho4,11,44538,36496,39488,40233,57805,36273,39846
5987,Schwein EPEC,Ho4,11,39345,46906,61812,59776,27862,40214,43545
6580,Rind Kommensale,Ho4,12,6982,3885,25532,25263,10647,3970,8800
6598,Rind Kommensale,Ho4,12,79,108,34,21,81,69,23
7498,Rind ETEC,Ho4,13,23520,23978,15064,14110,13857,16012,15538
7502,Rind ETEC,Ho4,13,556,1215,4564,2669,17278,10496,3617
7530,Rind ETEC,Ho4,13,29697,30703,21935,21013,24875,24713,24743
7531,Rind ETEC,Ho4,13,27743,29722,20808,20892,22061,20394,21425
7499,Rind EPEC,Ho4,14,27847,26945,25600,8710,26437,32270,26691
7513,Rind EPEC,Ho4,14,7970,8208,14970,13969,224,188,8038
7532,Rind EPEC,Ho4,14,9114,12453,19396,14744,21119,23765,17019
7555,Rind EPEC,Ho4,15,35701,30980,33895,33264,11509,10885,32071
5539,HFEC,Ho4,16,27413,33875,30157,25701,9392,9285,26542
7536,Schwein ETEC,Ho4,17,27701,26943,44286,30073,13820,14494,27322
7497,Rind EPEC,Ho4,18,90381,94433,18259,15346,27076,28984,28030
5541,HFEC,Ho4,19,17991,20436,28575,35265,14883,16659,19162
5537,HFEC,Ho4,20,17345,18757,64283,63399,22001,22108,22040
5531,HFEC,Ho4,21,38730,39339,24265,24924,18638,15255,24595
5212,Mensch EPEC,Ho4,22,15844,16453,57689,57500,25964,25588,25761
5210,Mensch EPEC,Ho4,23,25407,25982,13912,15886,18930,17937,18434
4781,Schwein Kommensale,Ho4,24,69,74,54,29,8431,8869,20
6605,Rind Kommensale,Ho4,25,14699,14732,39862,37219,14372,15210,14920
5994,Schwein EPEC,Ho4,26,54,91,24,24,61,61,6
5548,HFEC,Ho4,27,17982,25422,40058,31919,20483,21053,23186
5528,HFEC,Ho4,28,341,103,39,24,777,804,222
4315,Schwein Kommensale,Ho4,29,16887,11631,10061,8958,4668,5874,9510
4127,Schwein Kommensale,Ho4,30,299,356,168,319,113,158,182
2340,Pantoea agglomerans,Ho4,-,115,123,381,312,175,173,-20
2345,Serratia liquefaciens,Ho4,-,42851,46829,41200,43563,2771,2927,41832
2350,Buttiauxella izardii,Ho4,-,104,79,338,361,188,200,1
2351,Buttiauxella izardii,Ho4,-,118,125,346,259,242,180,18
2354,Pantoea agglomerans,Ho4,-,113,113,346,326,532,188,64
2375,Serratia liquefaciens,Ho4,-,63623,61654,59303,57688,13471,15920,58302
2376,Pantoea agglomerans,Ho4,-,104,135,426,312,193,138,-28
2381,Pantoea agglomerans,Ho4,-,106,84,237,314,138,153,-48
2387,Buttiauxella agrestis,Ho4,-,79,130,79,51,66,69,23
2391,Serratia liquefaciens,Ho4,-,60777,68131,45987,45232,3234,4492,45416
2392,Buttiauxella gaviniae,Ho4,-,110,108,24,44,84,59,20
2394,Buttiauxella gaviniae,Ho4,-,99,108,31,26,44,64,3
2395,Buttiauxella gaviniae,Ho4,-,118,59,44,26,69,64,10
2398,Buttiauxella gaviniae,Ho4,-,106,115,19,24,69,79,23
2406,Serratia liquefaciens,Ho4,-,52152,59481,55258,49846,26428,32600,50806
2407,Buttiauxella gaviniae,Ho4,-,84,94,272,346,168,158,-31
2416,Buttiauxella gaviniae,Ho4,-,86,86,326,301,183,229,13
2430,Pantoea agglomerans,Ho4,-,143,160,376,279,215,178,3
2899,Serratia liquefaciens,Ho4,-,42941,45621,30648,28974,6199,6459,29618
2901,Serratia fonticola,Ho4,-,97,63,153,123,41,104,81
2903,Serratia fonticola,Ho4,-,3,134,133,133,34,227,113
2904,Serratia fonticola,Ho4,-,9,498,259,250,34,34,122
2910,Pantoea agglomerans,Ho4,-,13,114,86,203,16,49,48
2915,Pantoea agglomerans,Ho4,-,3,53,74,89,19,34,24
2916,Pantoea agglomerans,Ho4,-,6,33,64,255,31,41,17
2918,Pantoea agglomerans,Ho4,-,0,46,104,168,4,34,20
2924,Buttiauxella gaviniae,Ho4,-,69,104,232,264,155,282,0
2926,Serratia fonticola,Ho4,-,6,215,227,116,49,51,64
3053,Pantoea agglomerans,Ho4,-,505,144,168,210,110,101,136
3268,Proteus mirabilis,Ho4,-,65716,49888,24909,22435,24255,25103,24986
3279,MRSA,Ho4,-,93,69,64,56,74,39,67
3280,MRSA,Ho4,-,61,118,93,150,138,84,106
3281,MRSA,Ho4,-,46,86,173,120,39,16,66
3282,MRSA,Ho4,-,66,74,79,69,34,19,68
3283,MRSA,Ho4,-,296,281,2375,3299,69,36,289
3284,MRSA,Ho4,-,3108,2107,565,1068,5364,5666,2593
3285,MRSA,Ho4,-,477,254,2656,1830,1597,1602,1585
3286,MRSA,Ho4,-,99,84,110,83,178,197,90
3287,MRSA,Ho4,-,79,66,70,70,64,84,55
3288,MRSA,Ho4,-,187,277,80,110,188,584,173
3312,Proteus mirabilis,Ho4,-,33205,56560,18742,17323,18209,19071,18887
3323,Proteus mirabilis,Ho4,-,62695,58194,20260,18650,18479,18630,19435
3341,Proteus mirabilis,Ho4,-,90992,103088,20741,19064,15725,14997,19883
3362,Proteus mirabilis,Ho4,-,45691,50748,23742,19453,11108,9582,21578
3365,Proteus mirabilis,Ho4,-,21439,28445,23066,22970,10610,10652,22185
4142,Serratia fonticola,Ho4,-,492,788,188,158,83,76,153
4444,Schwein Kommensale,Ho4,-,18163,25936,11502,7375,3826,3633,9419
5203,Mensch ETEC,Ho4,-,11,0,6,6,4,4,5
5551,HFEC,Ho4,-,1995,2079,2263,1896,2496,1671,2017
5686,Mensch ETEC,Ho4,-,161,36,89,101,49,34,49
7537,Schwein ETEC,Ho4,-,0,0,4,11,4,0,2
7538,Schwein ETEC,Ho4,-,0,0,4,0,0,2,0
7539,Schwein ETEC,Ho4,-,0,0,4,4,4,2,3
7540,Schwein ETEC,Ho4,-,16,6,6,3,26,31,-4
7541,Schwein ETEC,Ho4,-,14,9,6,6,21,21,-4
7542,Schwein ETEC,Ho4,-,11,14,6,6,19,29,-3
7544,Schwein ETEC,Ho4,-,9,16,6,6,29,19,-3
7545,Schwein ETEC,Ho4,-,46,29,230,104,41,31,24
7547,Schwein ETEC,Ho4,-,6,20,79,94,19,29,5
7548,Schwein ETEC,Ho4,-,188,13,74,96,14,21,28
7568,Proteus mirabilis,Ho4,-,38801,41983,16993,16911,15551,15849,16932
7574,Proteus mirabilis,Ho4,-,28607,26294,19091,22668,12765,13181,20860
7596,Proteus mirabilis,Ho4,-,14269,17043,9706,12857,4443,1912,11262
7597,Proteus mirabilis,Ho4,-,21321,21814,10690,11532,1570,1352,11091
91,Schwein Kommensale,Su1,1,13290,13268,13441,12404,7630,7113,12596
5547,HFEC,Su1,1,3670,4009,1153,1421,2335,2719,2445
5682,Mensch ETEC,Su1,1,29,21,94,183,61,79,-13
5689,Mensch ETEC,Su1,1,59,26,120,111,145,69,8
5690,Mensch ETEC,Su1,1,6,34,108,91,10623,7336,17
5691,Mensch ETEC,Su1,1,237,326,312,346,188,153,34
5998,Schwein EPEC,Su1,1,1035,685,168,267,11366,10883,778
6586,Rind Kommensale,Su1,1,17565,19606,23639,17919,26774,28223,21599
6595,Rind Kommensale,Su1,1,34,26,69,54,17330,17504,-21
7501,Rind EPEC,Su1,1,27364,28154,12703,13853,70920,75313,27757
7503,Rind EPEC,Su1,1,18984,16237,7836,9959,12728,12944,12834
7506,Rind EPEC,Su1,1,27280,30774,26375,24322,24642,28124,26804
7507,Rind EPEC,Su1,1,26732,24758,28023,27515,29375,29600,27745
7509,Rind EPEC,Su1,1,24696,23188,26881,27939,21335,22071,23918
7514,Rind EPEC,Su1,1,15707,15346,16493,15604,14608,14610,15235
7516,Rind EPEC,Su1,1,7950,8143,12738,12988,11071,10959,10775
7528,Rind EPEC,Su1,1,14880,14732,14655,15081,12054,11408,14453
7551,Schwein ETEC,Su1,1,19,54,44,59,12483,12304,-26
122,Schwein Kommensale,Su1,2,185,294,289,277,128,158,-10
136,Schwein Kommensale,Su1,2,26319,27990,20305,21008,17878,20136,20416
4297,Schwein Kommensale,Su1,2,36749,26410,13127,14598,47613,62570,31578
4318,Schwein Kommensale,Su1,2,21278,22546,30812,31040,27364,31275,29064
4320,Schwein Kommensale,Su1,2,21890,30886,24456,25422,29883,35530,27629
4401,Schwein Kommensale,Su1,2,55937,34571,35349,65800,23963,33180,34936
4445,Schwein Kommensale,Su1,2,14271,14935,10221,11041,9293,9684,10584
4732,Schwein Kommensale,Su1,2,17868,19393,17275,18006,17340,18271,17890
5200,Mensch ETEC,Su1,2,32981,54243,15220,13655,105737,90170,43610
5201,Mensch ETEC,Su1,2,71155,82826,60576,72562,111047,29119,71857
5204,Mensch ETEC,Su1,2,46151,45933,40105,17434,90995,62739,46040
5205,Mensch ETEC,Su1,2,26225,26645,35666,35577,97915,89541,35598
5263,Mensch EPEC,Su1,2,76183,67546,100062,100729,70736,67276,73436
5268,Mensch EPEC,Su1,2,67058,68594,87287,85372,62620,78804,73675
5281,Mensch EPEC,Su1,2,21944,19351,8537,9293,6699,8802,9024
5282,Mensch EPEC,Su1,2,9511,9585,4299,7026,15973,17573,9501
5285,Mensch EPEC,Su1,2,5325,3849,5825,6182,8195,10959,5956
5289,Mensch EPEC,Su1,2,50094,37237,27002,27010,14321,13961,26959
5527,HFEC,Su1,2,33658,31812,33113,27106,37186,21534,32461
5529,HFEC,Su1,2,24171,26353,23411,22591,62496,56991,25260
5536,HFEC,Su1,2,42346,41180,30670,30665,28979,28449,30644
5543,HFEC,Su1,2,16894,17451,16934,17434,13503,16153,16674
5631,Mensch EPEC,Su1,2,20989,20726,22878,25915,16334,19150,20617
5637,Mensch ETEC,Su1,2,51754,51068,103473,98311,35067,31847,51387
5638,Mensch ETEC,Su1,2,217,203,237,309,94,99,-31
5652,Mensch EPEC,Su1,2,366,244,368,331,153,103,47
5655,Mensch EPEC,Su1,2,294,239,358,326,96,133,26
5680,Mensch ETEC,Su1,2,33189,34175,16817,17273,58382,33593,33151
5692,Mensch ETEC,Su1,2,232,272,361,358,120,115,12
5981,Schwein EPEC,Su1,2,31951,43458,21513,56465,63073,71315,49960
5982,Schwein EPEC,Su1,2,33898,33182,9961,11249,57123,54133,33538
5983,Schwein EPEC,Su1,2,33603,33110,16156,15906,60898,49490,33355
5984,Schwein EPEC,Su1,2,30710,32109,35723,35857,108103,55232,35788
5985,Schwein EPEC,Su1,2,4267,5337,4002,8943,4384,4524,4430
5988,Schwein EPEC,Su1,2,35617,38005,27074,29246,62481,60450,36787
5989,Schwein EPEC,Su1,2,239,259,307,351,74,84,9
5990,Schwein EPEC,Su1,2,21167,22641,21335,21699,40556,22573,21896
5991,Schwein EPEC,Su1,2,30438,32825,19888,21412,21038,21536,21234
5992,Schwein EPEC,Su1,2,383,331,433,351,133,94,101
5996,Schwein EPEC,Su1,2,69,74,84,98,31,49,24
5997,Schwein EPEC,Su1,2,30901,32937,23247,24164,18811,19514,23658
5999,Schwein EPEC,Su1,2,33100,34864,26945,27775,19577,21570,27313
6573,Rind Kommensale,Su1,2,6682,5922,7648,4888,10608,9890,7163
6576,Rind Kommensale,Su1,2,75219,73746,36756,40296,95027,95964,74481
6583,Rind Kommensale,Su1,2,5114,3997,9830,11017,14048,15482,10400
6587,Rind Kommensale,Su1,2,23950,24637,36618,37858,59008,36400,36485
6588,Rind Kommensale,Su1,2,19589,19190,19579,20161,15279,15234,19144
6589,Rind Kommensale,Su1,2,16049,17491,23629,21347,18001,16656,17506
6590,Rind Kommensale,Su1,2,24317,25625,19195,19106,21751,22046,21658
6592,Rind Kommensale,Su1,2,24282,23921,21338,21719,18135,18967,21288
6593,Rind Kommensale,Su1,2,18038,18514,21843,20473,16753,16693,18036
6594,Rind Kommensale,Su1,2,26522,26532,22878,23958,29227,11006,25193
6597,Rind Kommensale,Su1,2,14866,15926,13857,15740,12609,12985,14314
6602,Rind Kommensale,Su1,2,19953,20057,16768,16525,12817,12877,16599
6604,Rind Kommensale,Su1,2,20845,21271,26051,25078,21595,21560,21530
7500,Rind EPEC,Su1,2,29637,54991,12631,15366,90507,89347,42312
7505,Rind EPEC,Su1,2,20426,20243,21060,21119,36538,35632,21066
7510,Rind EPEC,Su1,2,29066,41239,48204,38881,79086,79762,44698
7524,Rind EPEC,Su1,2,20488,22663,20109,21724,14196,15510,20251
7527,Rind EPEC,Su1,2,1790,1421,14375,13280,10945,11111,10981
7533,Rind EPEC,Su1,2,20280,20498,19002,19914,22232,19445,20050
7546,Schwein ETEC,Su1,2,19314,22935,85204,84339,20602,20954,21897
7549,Schwein ETEC,Su1,2,227,277,334,497,133,138,12
7550,Schwein ETEC,Su1,2,12503,12413,7539,7985,8958,9632,9055
7554,Schwein ETEC,Su1,2,16367,11202,14734,13919,15185,16894,14719
148,Schwein Kommensale,Su1,3,6734,7098,9230,10887,3264,3095,6676
4298,Schwein Kommensale,Su1,3,11995,11670,22833,18982,45856,72023,20906
5206,Mensch ETEC,Su1,3,11889,3786,56990,62248,1324,1944,7814
5288,Mensch ETEC,Su1,3,10165,4171,14647,16840,19916,18217,15720
5532,HFEC,Su1,3,5585,6959,2888,2952,3967,2187,3458
4136,Schwein Kommensale,Su1,4,21275,16825,20391,21947,19958,20052,20139
4374,Schwein Kommensale,Su1,4,32813,20451,49160,51382,43508,43593,43527
5211,Mensch EPEC,Su1,4,33418,24107,5094,5366,10311,11441,10874
5267,Mensch EPEC,Su1,4,29179,34782,28300,29264,45492,44249,31999
5993,Schwein EPEC,Su1,4,64,59,178,250,104,64,2
6584,Rind Kommensale,Su1,4,24,24,36,41,44,103,15
7535,Schwein ETEC,Su1,4,1096,993,234,307,1931,1422,1043
7553,Schwein ETEC,Su1,4,1451,1532,15076,13295,18318,17719,14103
4305,Schwein Kommensale,Su1,5,36,9,31,46,0,0,18
5202,Mensch ETEC,Su1,5,9,19,31,24,6,0,12
4310,Schwein Kommensale,Su1,6,1899,4785,34,56,23,33,43
4418,Schwein Kommensale,Su1,6,26098,19913,31240,23299,17890,20272,21703
5980,Schwein EPEC,Su1,6,4,9,21,16,3,0,5
6596,Rind Kommensale,Su1,6,13045,11764,24741,25276,9701,9701,12322
7552,Schwein ETEC,Su1,6,1220,1763,5233,1535,1931,2045,1765
5207,Mensch EPEC,Su1,7,44974,71492,21415,21328,90213,86272,58231
5283,Mensch EPEC,Su1,7,26,0,104,81,99,56,-14
5284,Mensch EPEC,Su1,7,4,26,94,86,14608,15940,8
5995,Schwein EPEC,Su1,7,20483,18912,27874,28181,33450,25050,26380
7519,Rind EPEC,Su1,7,13894,12213,22663,20946,26031,26891,21722
5208,Mensch EPEC,Su1,8,34722,36543,17754,18811,23142,26961,25050
5209,Mensch EPEC,Su1,8,39701,40722,34339,34346,81651,69049,40210
5540,HFEC,Su1,8,11715,10206,12899,6489,9610,8009,9826
5542,HFEC,Su1,8,5069,5483,17268,17236,4032,4121,5194
5545,HFEC,Su1,8,9701,9580,22821,23002,13657,14957,14225
5549,HFEC,Su1,8,18573,19730,28865,29420,14467,15707,19069
5553,HFEC,Su1,8,16976,18100,14345,14177,16406,17880,16609
5554,HFEC,Su1,8,13060,11636,21568,23651,14103,13830,13884
5651,Mensch EPEC,Su1,8,14286,16711,23024,23906,11715,9981,15416
5654,Mensch EPEC,Su1,8,26155,26207,22972,24426,11190,11016,23617
5287,Mensch ETEC,Su1,9,24595,23555,21684,19416,60286,61602,24051
5695,Mensch ETEC,Su1,9,15103,15262,11376,11566,11334,14338,12712
5696,Mensch ETEC,Su1,9,13365,13862,9215,8597,10293,8406,9514
7496,Rind ETEC,Su1,9,14818,7990,923,9303,5390,3343,6688
7504,Rind ETEC,Su1,9,829,401,1614,6568,1918,1591,1601
7508,Rind ETEC,Su1,9,41765,39453,20312,19800,21227,22883,22053
7511,Rind ETEC,Su1,9,14350,10449,5461,4539,9887,7886,8863
7512,Rind ETEC,Su1,9,29,36,41,34,26,19,8
7515,Rind ETEC,Su1,9,5481,5763,4086,5718,13186,1904,5576
7517,Rind ETEC,Su1,9,27765,31805,28464,35912,39495,37078,33835
7518,Rind ETEC,Su1,9,10179,16963,381,2261,16706,12092,11112
7520,Rind ETEC,Su1,9,4968,4143,13971,15718,13122,7462,10210
7521,Rind ETEC,Su1,9,2791,4061,10281,2285,7653,7472,5684
7522,Rind ETEC,Su1,9,17560,24914,20545,20042,18110,16240,18994
7523,Rind ETEC,Su1,9,4935,4341,26380,11814,1149,1909,4556
7525,Rind ETEC,Su1,9,3105,5278,10489,8607,18878,24721,9466
7526,Rind ETEC,Su1,9,1426,1614,8495,10070,10729,11363,9042
7529,Rind ETEC,Su1,9,16431,15866,18777,26073,17045,17944,17254
7534,Rind ETEC,Su1,9,24089,23589,19344,23398,10999,17813,21131
7543,Schwein ETEC,Su1,9,31,46,21,29,19,14,1
5538,HFEC,Su1,10,3281,4802,3702,2348,3091,1401,3162
5986,Schwein EPEC,Su1,11,72230,42193,22138,21283,40526,35584,38031
5987,Schwein EPEC,Su1,11,82382,39436,40001,36593,47387,34881,39695
6580,Rind Kommensale,Su1,12,9414,9570,20537,27953,6664,1636,9468
6598,Rind Kommensale,Su1,12,36,44,133,143,69,74,-11
7498,Rind ETEC,Su1,13,19586,19517,18999,18883,26227,62756,19550
7502,Rind ETEC,Su1,13,1678,1919,7527,6979,43598,45125,7251
7530,Rind ETEC,Su1,13,14113,16091,18066,19111,25045,25097,18506
7531,Rind ETEC,Su1,13,21479,19450,19906,18962,21712,21796,20610
7499,Rind EPEC,Su1,14,21932,22321,33514,10283,27349,62405,24833
7513,Rind EPEC,Su1,14,6818,6687,14908,15817,133,203,6670
7532,Rind EPEC,Su1,14,4527,17565,14633,16706,23812,15059,15800
7555,Rind EPEC,Su1,15,25432,16530,26240,32077,11864,11834,20899
5539,HFEC,Su1,16,34780,21209,17694,22579,17179,24441,21870
7536,Schwein ETEC,Su1,17,36687,22804,20200,26673,30073,29523,28096
7497,Rind EPEC,Su1,18,30328,33553,13669,13543,34007,15705,23015
5541,HFEC,Su1,19,19049,19009,25987,27731,21796,20243,20937
5537,HFEC,Su1,20,19309,19628,71197,74635,23009,21711,22336
5531,HFEC,Su1,21,28573,28342,22690,19066,32126,30636,28456
5212,Mensch EPEC,Su1,22,15163,17037,62260,85182,19183,22695,20915
5210,Mensch EPEC,Su1,23,24196,24545,18100,19616,32352,68193,24369
4781,Schwein Kommensale,Su1,24,41,39,94,96,9139,8463,13
6605,Rind Kommensale,Su1,25,5359,4740,18957,17491,13533,14070,13719
5994,Schwein EPEC,Su1,26,31,49,118,91,71,66,-14
5548,HFEC,Su1,27,18447,18449,23666,24746,19032,19190,19029
5528,HFEC,Su1,28,267,289,74,79,2167,2980,276
4315,Schwein Kommensale,Su1,29,11296,11410,11752,12666,21676,18608,12207
4127,Schwein Kommensale,Su1,30,415,200,383,213,292,279,203
2340,Pantoea agglomerans,Su1,-,505,386,284,324,190,198,64
2345,Serratia liquefaciens,Su1,-,61393,57968,34245,34817,3036,3304,34291
2350,Buttiauxella izardii,Su1,-,264,292,447,401,173,118,38
2351,Buttiauxella izardii,Su1,-,271,279,406,428,175,148,35
2354,Pantoea agglomerans,Su1,-,381,287,445,561,249,178,94
2375,Serratia liquefaciens,Su1,-,71514,75427,41559,46852,20939,21620,43965
2376,Pantoea agglomerans,Su1,-,336,262,396,341,108,104,59
2381,Pantoea agglomerans,Su1,-,284,242,326,457,121,123,23
2387,Buttiauxella agrestis,Su1,-,44,66,125,138,106,74,8
2391,Serratia liquefaciens,Su1,-,77810,74776,39461,35315,6048,6471,37148
2392,Buttiauxella gaviniae,Su1,-,49,54,98,103,103,94,14
2394,Buttiauxella gaviniae,Su1,-,34,59,101,106,64,84,-9
2395,Buttiauxella gaviniae,Su1,-,71,54,69,125,59,115,-13
2398,Buttiauxella gaviniae,Su1,-,61,64,96,133,74,91,0
2406,Serratia liquefaciens,Su1,-,57002,57198,38512,37269,32303,30009,37650
2407,Buttiauxella gaviniae,Su1,-,257,272,475,358,168,138,24
2416,Buttiauxella gaviniae,Su1,-,272,262,292,351,163,133,27
2430,Pantoea agglomerans,Su1,-,532,447,391,425,344,163,168
2899,Serratia liquefaciens,Su1,-,52529,52358,28640,31186,9562,9639,29673
2901,Serratia fonticola,Su1,-,227,106,178,195,262,89,139
2903,Serratia fonticola,Su1,-,69,133,220,510,61,371,129
2904,Serratia fonticola,Su1,-,123,282,148,1218,200,237,171
2910,Pantoea agglomerans,Su1,-,64,69,61,123,34,34,15
2915,Pantoea agglomerans,Su1,-,49,64,94,76,41,19,9
2916,Pantoea agglomerans,Su1,-,69,54,66,81,29,49,13
